	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
314	113.418746,38.084377	环保局楼下	盂县	阳泉市	B0FFGO0CGR	[]	惠普(秀水东街)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	113.418746	38.084377	惠普
315	114.681787,35.199424	人民路与桂陵大道交叉口东50米	长垣县	新乡市	B0FFFTKZIA	[]	惠普(西大街)	河南省	0373-8858820	购物服务;家电电子卖场;数码电子	060306	114.681787	35.199424	惠普
316	121.543731,31.244588	浦东大道与巨野路交叉口东南侧	浦东新区	上海市	B0FFH605HE	[]	惠普(浦东大道店)	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.543731	31.244588	惠普
317	106.285923,38.467412	文化东街155号附近	兴庆区	银川市	B03B70Q12B	[]	惠普(文化东街)	宁夏回族自治区	[]	购物服务;家电电子卖场;数码电子	060306	106.285923	38.467412	惠普
318	114.582839,36.820013	001乡道与318省道交叉口西50米	永年区	邯郸市	B0FFIK3W46	[]	惠普(刘营专卖店)	河北省	0310-6725106;15831829263	购物服务;家电电子卖场;数码电子	060306	114.582839	36.820013	惠普
319	119.004219,32.684368	琉璃南街与石梁中路交叉口东南50米	天长市	滁州市	B02260QPNG	[]	惠普(石梁中路)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	119.004219	32.684368	惠普
320	112.577300,26.584408	渡口路南100米	常宁市	衡阳市	B0FFGAH5U6	[]	惠普(松柏专卖店)	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	112.577300	26.584408	惠普
321	113.737032,35.961625	昌平路西50米	林州市	安阳市	B0FFG381NM	[]	惠普(合涧授权专卖店)	河南省	13525815457	购物服务;家电电子卖场;数码电子	060306	113.737032	35.961625	惠普
322	106.627407,29.705006	两路翠湖路154号	渝北区	重庆市	B0FFFVOZKO	[]	惠普(商用体验店)	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	106.627407	29.705006	惠普
323	119.057992,29.605646	千岛湖镇明珠花园129号	淳安县	杭州市	B0FFG3HI9J	[]	惠普(明珠路)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	119.057992	29.605646	惠普
324	115.183477,36.818578	新城路68号附近	邱县	邯郸市	B0FFIHNKP9	[]	惠普(邱县专卖店)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.183477	36.818578	惠普
325	117.083343,34.894234	344省道与348省道交叉口西150米	微山县	济宁市	B0FFFT08BC	[]	惠普(枣曹线)	山东省	0537-8616178	购物服务;家电电子卖场;数码电子	060306	117.083343	34.894234	惠普
326	116.594329,34.691139	向阳路与革新街交叉口西北50米	丰县	徐州市	B0FFG0VXZF	[]	惠普(革新街)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	116.594329	34.691139	惠普
327	113.816670,36.065920	人民路地税局东200米路南	林州市	安阳市	B0FFHNAQE7	[]	惠普(人民街)	河南省	[]	购物服务;家电电子卖场;数码电子	060306	113.816670	36.065920	惠普
328	116.560325,33.254979	城关镇嵇康中路119号	蒙城县	亳州市	B0FFIBAQWG	[]	惠普(苹果)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	116.560325	33.254979	惠普
329	120.400653,37.360821	罗峰路159号金都购物中心F5层	招远市	烟台市	B0FFH8GANQ	[]	惠普(金都购物中心)	山东省	[]	购物服务;家电电子卖场;数码电子	060306	120.400653	37.360821	惠普
330	112.494091,26.870153	三塘镇三塘红太阳对面	衡南县	衡阳市	B0FFFWTFBE	[]	惠普(振兴南路)	湖南省	15973457268	购物服务;家电电子卖场;数码电子	060306	112.494091	26.870153	惠普
331	119.579048,34.195189	响水镇长江东路	响水县	盐城市	B02030J6R6	[]	惠普(长江东路)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	119.579048	34.195189	惠普
332	114.588035,39.833334	蔚州镇光明街电视塔南30米路西	蔚县	张家口市	B0FFFYEQCK	[]	惠普(光明大街店)	河北省	0313-7014635	购物服务;家电电子卖场;数码电子	060306	114.588035	39.833334	惠普
333	112.372906,28.833905	新沅路与巴山西路交叉口东200米	沅江市	益阳市	B0FFGAVDOU	[]	惠普(巴山东路)	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	112.372906	28.833905	惠普
334	111.663497,27.691862	人民中路与红旗路交叉口西北50米	涟源市	娄底市	B0FFFSE7TI	[]	惠普(人民中路)	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	111.663497	27.691862	惠普
335	112.085241,34.133490	行政路与迎宾街交叉口东50米	嵩县	洛阳市	B0FFH8GPEQ	[]	惠普(高科电脑)	河南省	13700792416	购物服务;家电电子卖场;数码电子	060306	112.085241	34.133490	惠普
336	121.166858,36.779375	海阳路与虎山街交叉口西北50米	海阳市	烟台市	B0FFG6Q9UV	[]	惠普(飞扬旗舰店)	山东省	[]	购物服务;家电电子卖场;数码电子	060306	121.166858	36.779375	惠普
337	116.540126,37.882993	建新路227号附近	东光县	沧州市	B0FFHXMRTI	[]	惠普(东光惠联电脑城)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	116.540126	37.882993	惠普
338	116.725331,32.707877	凤城大道与学苑路交叉口西北150米	凤台县	淮南市	B0FFFRKWXZ	[]	惠普(凤台天创店)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	116.725331	32.707877	惠普
339	110.262811,37.503095	名州镇绥德县政府广场	绥德县	榆林市	B0FFHG1QAK	[]	惠普(市一院家属院南)	陕西省	[]	购物服务;家电电子卖场;数码电子	060306	110.262811	37.503095	惠普
340	116.365846,25.835791	环中路10号附近	长汀县	龙岩市	B0FFIDW7FY	[]	惠普(联想品质铺旗舰店)	福建省	[]	购物服务;家电电子卖场;数码电子	060306	116.365846	25.835791	惠普
341	101.968843,38.249023	于头什字北巷与西街交叉口北100米	永昌县	金昌市	B0FFG0HZVP	[]	惠普(永昌专卖店)	甘肃省	[]	购物服务;家电电子卖场;数码电子	060306	101.968843	38.249023	惠普
342	113.632756,37.802422	冠山镇金地商厦对面	平定县	阳泉市	B0FFGB3EWJ	[]	惠普(平定鼎立专卖店)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	113.632756	37.802422	惠普
343	120.232510,29.278780	中山路366号1f804	东阳市	金华市	B0FFGBRFYM	[]	惠普(中山路)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.232510	29.278780	惠普
344	110.555362,29.341696	朝阳路施家落小区8栋1单元120	武陵源区	张家界市	B0FFFDB96D	[]	惠普(阿波罗大酒店东北)	湖南省	18807440108	购物服务;家电电子卖场;数码电子	060306	110.555362	29.341696	惠普
345	121.335860,30.723965	石化龙胜路646号	金山区	上海市	B0FFFP032J	[]	惠普(龙胜路)	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.335860	30.723965	惠普
346	112.169502,37.207104	中都路与顺城路交叉口东北150米	平遥县	晋中市	B0FFG65350	[]	惠普(居广居宾馆西北)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	112.169502	37.207104	惠普
347	118.798818,26.733397	921县道(平湖镇人民政府东)	古田县	宁德市	B02510360U	[]	惠普(平湖镇人民政府东)	福建省	[]	购物服务;家电电子卖场;数码电子	060306	118.798818	26.733397	惠普
348	107.439378,30.769491	上聂路东段与阳光鑫秀步行街交叉口西南50米	大竹县	达州市	B0FFG791E8	[]	惠普(石桥授权店)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	107.439378	30.769491	惠普
349	121.020546,29.134228	体育场西路99号	天台县	台州市	B0FFF6FJT7	[]	惠普(体育场西路店)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	121.020546	29.134228	惠普
350	120.137566,31.887005	临港街道申港镇申新路607号	江阴市	无锡市	B0FFGFX23I	[]	惠普(申港裕华电脑)	江苏省	13584114500	购物服务;家电电子卖场;数码电子	060306	120.137566	31.887005	惠普
351	124.684981,47.034127	201省道北50米	林甸县	大庆市	B0FFG7H918	[]	惠普(温泉新城东北)	黑龙江省	[]	购物服务;家电电子卖场;数码电子	060306	124.684981	47.034127	惠普
352	122.735411,41.515014	北二路与商业街交叉口南100米	辽中区	沈阳市	B0FFI663QP	[]	惠普(辽中旗舰店)	辽宁省	024-27887123	购物服务;家电电子卖场;数码电子	060306	122.735411	41.515014	惠普
353	117.047178,28.239444	胜利东路75号-2号华悦商城体验店	月湖区	鹰潭市	B0FFGD3IJI	[]	惠普(鹰潭市月湖区财政局东南)	江西省	0701-6287231;0701-6269668	购物服务;家电电子卖场;数码电子	060306	117.047178	28.239444	惠普
354	105.250348,30.580943	蓬莱路与蜀西一路交叉口东50米	大英县	遂宁市	B0FFHKIB7N	[]	惠普(蓬乐街)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	105.250348	30.580943	惠普
355	108.994670,28.441789	凤翔路附近(民族幼儿园东南侧)	秀山土家族苗族自治县	重庆市	B00170B8VT	[]	惠普(凤翔路)	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	108.994670	28.441789	惠普
356	107.767546,29.326642	巷口镇芙蓉中路45号	武隆区	重庆市	B00170I786	[]	惠普(芙蓉中路)	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	107.767546	29.326642	惠普
357	112.271190,34.075364	247省道东50米	嵩县	洛阳市	B0FFG7HLHB	[]	惠普(中共黄庄乡委员会东)	河南省	[]	购物服务;家电电子卖场;数码电子	060306	112.271190	34.075364	惠普
358	103.967181,30.562756	西南民族大学双流校区-新校区临港路二段	双流区	成都市	B0FFFLIPC8	[]	惠普(四川世纪盛天民大分店)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	103.967181	30.562756	惠普
359	120.092456,28.750823	新碧镇镇北路56号	缙云县	丽水市	B0242156YU	[]	惠普(新碧街道办事处北)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.092456	28.750823	惠普
360	104.297762,29.926144	富加镇106省道仁寿富加客运站南100米	仁寿县	眉山市	B0FFHD7MRC	[]	惠普(富翔花苑东)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	104.297762	29.926144	惠普
361	118.846493,34.543564	浦湾路与百怡路交叉口南150米	东海县	连云港市	B0FFH6EGEX	[]	惠普(金蚂蚁电脑专卖店)	江苏省	[]	购物服务;家电电子卖场;家电电子卖场	060300	118.846493	34.543564	惠普
362	116.303522,39.908202	复兴路29-33号翠微百货翠微店A座F5层	海淀区	北京市	B0FFHW8BNG	[]	惠普(翠微百货翠微店A座)	北京市	[]	购物服务;家电电子卖场;数码电子	060306	116.303522	39.908202	惠普
363	124.818066,46.033177	同庆街与同阳路交叉口东150米	大同区	大庆市	B0FFG7I179	[]	惠普(同阳路)	黑龙江省	0459-6171511	购物服务;家电电子卖场;数码电子	060306	124.818066	46.033177	惠普
364	107.986458,36.455431	柔远镇中街56号(建筑公司楼下)	华池县	庆阳市	B03A616BG7	[]	惠普(中环路)	甘肃省	13919580743	购物服务;家电电子卖场;数码电子	060306	107.986458	36.455431	惠普
365	120.137600,33.389629	黄海街道公园道1号东门	亭湖区	盐城市	B0FFF2A0CY	[]	惠普(体验中心)	江苏省	0515-88308228;18036290669	购物服务;家电电子卖场;数码电子	060306	120.137600	33.389629	惠普
366	119.020399,33.021387	人民路19号温州商贸城D座1001号	金湖县	淮安市	B0FFHYKCB8	[]	惠普(金湖县分部)	江苏省	[]	购物服务;家电电子卖场;家电电子卖场	060300	119.020399	33.021387	惠普
367	110.988560,35.604191	稷峰街北50米	稷山县	运城市	B0FFG8BNW5	[]	惠普(稷山店)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	110.988560	35.604191	惠普
368	114.621853,36.911520	329省道北50米	沙河市	邢台市	B0FFG8SULE	[]	惠普(桥东区专卖)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.621853	36.911520	惠普
369	120.154782,32.510438	振兴中路26号	姜堰区	泰州市	B0FFG34Q9O	[]	惠普(振兴路)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.154782	32.510438	惠普
370	115.416646,32.445128	顺河街道乌龙大道东湖庭苑西南100米	淮滨县	信阳市	B0FFFWL5J7	[]	惠普(淮滨冰点旗舰店)	河南省	[]	购物服务;家电电子卖场;数码电子	060306	115.416646	32.445128	惠普
371	118.702359,39.737256	新城团结西路50号	滦县	唐山市	B013B04COB	[]	惠普(新禹专卖店)	河北省	18931565959	购物服务;家电电子卖场;数码电子	060306	118.702359	39.737256	惠普
372	113.368517,22.934143	清河中路94-2号	番禺区	广州市	B0FFFDQ0ZO	[]	惠普(蓝普专卖)	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.368517	22.934143	惠普
373	117.028024,28.242991	胜利西路128号-2号	月湖区	鹰潭市	B0FFGCRK02	[]	惠普(胜利西路)	江西省	13870187072	购物服务;家电电子卖场;数码电子	060306	117.028024	28.242991	惠普
374	103.823491,30.687959	柳城街道柳台大道东段70号	温江区	成都市	B0FFHHP8XW	[]	惠普(柳台大道东段)	四川省	028-61111556	购物服务;家电电子卖场;数码电子	060306	103.823491	30.687959	惠普
375	121.136762,31.483327	板桥开发区四通路30号	太仓市	苏州市	B02001B1B6	[]	惠普(四通路)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	121.136762	31.483327	惠普
376	118.461891,35.552120	文化路与花山路交叉口南150米	沂南县	临沂市	B0FFGE4IYM	[]	惠普(商用体验店)	山东省	[]	购物服务;购物相关场所;购物相关场所	060000	118.461891	35.552120	惠普
377	115.176653,23.638169	城金紫金广场128铺	紫金县	河源市	B0FFHGSBSC	[]	惠普(紫金分部)	广东省	[]	购物服务;家电电子卖场;家电电子卖场	060300	115.176653	23.638169	惠普
378	114.852093,38.021628	藁城区廉州东路062	藁城区	石家庄市	B0FFGAG7PV	[]	惠普(廉州东路)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.852093	38.021628	惠普
379	116.870442,38.305066	车站街道新华区欣怡商务中心1楼	新华区	沧州市	B0FFFWJPYY	[]	惠普(商用体验店)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	116.870442	38.305066	惠普
380	113.685709,25.552358	新建东路公路局门面	汝城县	郴州市	B0FFG6QW39	[]	惠普(专卖店)	湖南省	0735-8234617;13975585984	购物服务;家电电子卖场;数码电子	060306	113.685709	25.552358	惠普
381	115.358273,26.333627	潋江大道258号	兴国县	赣州市	B031D008AP	[]	惠普(平川大道店)	江西省	0797-5311256;0797-5319168	购物服务;家电电子卖场;数码电子	060306	115.358273	26.333627	惠普
382	117.656885,24.510110	电子城(南昌路)小商品城B2幢内31号	芗城区	漳州市	B0FFGXP58H	[]	惠普(漳州思美电脑)	福建省	[]	购物服务;家电电子卖场;数码电子	060306	117.656885	24.510110	惠普
383	114.512603,37.444126	文化街97号	临城县	邢台市	B013F0N2NP	[]	惠普(文化街)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.512603	37.444126	惠普
384	104.052021,30.512318	华阳大道二段7-9	双流区	成都市	B0FFIIHP90	[]	惠普(华阳大道二段店)	四川省	028-88997716;028-85620488	购物服务;家电电子卖场;数码电子	060306	104.052021	30.512318	惠普
385	116.804826,34.907728	龙固派出所南十字路口龙飞大街	沛县	徐州市	B0204053ZM	[]	惠普(龙飞大街店)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	116.804826	34.907728	惠普
386	121.417279,31.217845	长宁路1033号联通大厦1层	长宁区	上海市	B0FFFQPXOM	[]	惠普(联通大厦)	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.417279	31.217845	惠普
387	115.259993,30.454925	清泉路6号(水厂局对面)朝华电脑	浠水县	黄冈市	B0FFGXMTC1	[]	惠普(朝华电脑)	湖北省	[]	购物服务;家电电子卖场;数码电子	060306	115.259993	30.454925	惠普
388	118.385019,33.782666	洋河镇酒家路	宿城区	宿迁市	B0FFGH2TY6	[]	惠普(中大街)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	118.385019	33.782666	惠普
389	115.658607,34.441078	民主东路电子城A区	梁园区	商丘市	B0FFFYOGM4	[]	惠普(民主路)	河南省	15236863828	购物服务;家电电子卖场;数码电子	060306	115.658607	34.441078	惠普
390	129.139488,46.065790	哈萝公路与001乡道交叉口东150米	通河县	哈尔滨市	B0FFG7ITDA	[]	惠普(祥顺镇卫生院西)	黑龙江省	[]	购物服务;家电电子卖场;数码电子	060306	129.139488	46.065790	惠普
391	104.515739,28.435838	光明街宋家巷路口附近	高县	宜宾市	B033F01JKG	[]	惠普(光明街店)	四川省	18990910444	购物服务;家电电子卖场;数码电子	060306	104.515739	28.435838	惠普
392	114.385693,37.663826	通府北街160号	赞皇县	石家庄市	B0FFGDJMWG	[]	惠普(通府北街)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.385693	37.663826	惠普
393	111.387005,36.002272	河黄线与232省道交叉口东北50米	襄汾县	临汾市	B0FFGXCONU	[]	惠普(河黄线)	山西省	0357-3689242	购物服务;家电电子卖场;数码电子	060306	111.387005	36.002272	惠普
394	98.510858,39.741161	东文化街与平等巷交叉口西南50米	肃州区	酒泉市	B03A90046G	[]	惠普(东文化街店)	甘肃省	[]	购物服务;家电电子卖场;数码电子	060306	98.510858	39.741161	惠普
395	98.496582,39.724582	飞天路11附9号	肃州区	酒泉市	B0FFFT51S9	[]	惠普(飞天路)	甘肃省	[]	购物服务;家电电子卖场;数码电子	060306	98.496582	39.724582	惠普
396	111.512407,36.907567	双池镇清河街梁鸿摩托旁	交口县	吕梁市	B0FFHE3HH2	[]	惠普(晋z06179)	山西省	13453878601	购物服务;家电电子卖场;数码电子	060306	111.512407	36.907567	惠普
397	110.258874,37.502246	文化路53号	绥德县	榆林市	B0390018X4	[]	惠普(市一院家属院南)	陕西省	13309120456	购物服务;家电电子卖场;数码电子	060306	110.258874	37.502246	惠普
398	118.840289,35.582020	城阳中路178号	莒县	日照市	B0FFFT81XV	[]	惠普(城阳中路)	山东省	[]	购物服务;家电电子卖场;数码电子	060306	118.840289	35.582020	惠普
399	116.258960,32.646713	慎城镇城北新区前进西路131号	颍上县	阜阳市	B0FFFWPXTA	[]	惠普(专卖店)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	116.258960	32.646713	惠普
400	121.421643,31.280453	华灵路1051号九百购物中心F1层	宝山区	上海市	B0FFH5CBDM	[]	惠普(九百购物中心)	上海市	[]	生活服务;美容美发店;美容美发店	071100	121.421643	31.280453	惠普
401	113.418746,38.084377	环保局楼下	盂县	阳泉市	B0FFGO0CGR	[]	惠普(秀水东街)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	113.418746	38.084377	惠普
402	114.681787,35.199424	人民路与桂陵大道交叉口东50米	长垣县	新乡市	B0FFFTKZIA	[]	惠普(西大街)	河南省	0373-8858820	购物服务;家电电子卖场;数码电子	060306	114.681787	35.199424	惠普
403	121.543731,31.244588	浦东大道与巨野路交叉口东南侧	浦东新区	上海市	B0FFH605HE	[]	惠普(浦东大道店)	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.543731	31.244588	惠普
404	106.285923,38.467412	文化东街155号附近	兴庆区	银川市	B03B70Q12B	[]	惠普(文化东街)	宁夏回族自治区	[]	购物服务;家电电子卖场;数码电子	060306	106.285923	38.467412	惠普
405	118.058646,36.802091	金晶大道125号淄博商厦5层	张店区	淄博市	B0FFFFG2QW	[]	惠普(淄博商厦)	山东省	[]	购物服务;家电电子卖场;数码电子	060306	118.058646	36.802091	惠普
406	126.748171,42.972745	人民路222号	桦甸市	吉林市	B01B002RMS	[]	惠普(恒信旗舰店)	吉林省	[]	购物服务;家电电子卖场;数码电子	060306	126.748171	42.972745	惠普
407	112.557549,29.520905	港西南路3号附近	华容县	岳阳市	B0FFG6QW0X	[]	惠普(港西南路)	湖南省	0730-4208666	购物服务;家电电子卖场;数码电子	060306	112.557549	29.520905	惠普
408	114.582839,36.820013	001乡道与318省道交叉口西50米	永年区	邯郸市	B0FFIK3W46	[]	惠普(刘营专卖店)	河北省	0310-6725106;15831829263	购物服务;家电电子卖场;数码电子	060306	114.582839	36.820013	惠普
409	124.788788,40.732442	新开路与过街楼东街交叉口东北100米	宽甸满族自治县	丹东市	B0FFGPAC6D	[]	惠普(宽甸金立电脑)	辽宁省	[]	购物服务;家电电子卖场;数码电子	060306	124.788788	40.732442	惠普
410	119.004219,32.684368	琉璃南街与石梁中路交叉口东南50米	天长市	滁州市	B02260QPNG	[]	惠普(石梁中路)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	119.004219	32.684368	惠普
411	112.577300,26.584408	渡口路南100米	常宁市	衡阳市	B0FFGAH5U6	[]	惠普(松柏专卖店)	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	112.577300	26.584408	惠普
412	113.737032,35.961625	昌平路西50米	林州市	安阳市	B0FFG381NM	[]	惠普(合涧授权专卖店)	河南省	13525815457	购物服务;家电电子卖场;数码电子	060306	113.737032	35.961625	惠普
413	106.627407,29.705006	两路翠湖路154号	渝北区	重庆市	B0FFFVOZKO	[]	惠普(商用体验店)	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	106.627407	29.705006	惠普
414	112.606549,34.896133	河阳路中段385号	吉利区	洛阳市	B0FFGXDXEV	[]	惠普(河阳路)	河南省	0379-66917700;0379-66919900	购物服务;家电电子卖场;数码电子	060306	112.606549	34.896133	惠普
415	119.057992,29.605646	千岛湖镇明珠花园129号	淳安县	杭州市	B0FFG3HI9J	[]	惠普(明珠路)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	119.057992	29.605646	惠普
416	123.454068,41.799890	中街路115号兴隆大家庭F4层	沈河区	沈阳市	B0FFGC92C1	[]	惠普(兴隆大家庭)	辽宁省	[]	购物服务;家电电子卖场;数码电子	060306	123.454068	41.799890	惠普
417	112.348529,28.580238	桃花仑西路627号	赫山区	益阳市	B02E1002BG	[]	惠普(桃花仑西路)	湖南省	0737-4214818	购物服务;家电电子卖场;数码电子	060306	112.348529	28.580238	惠普
418	109.577634,19.511403	人民中路与农垦路交叉口南50米	儋州市	儋州市	B03250039X	[]	惠普(农垦路)	海南省	0898-23311811;0898-23325939	购物服务;家电电子卖场;数码电子	060306	109.577634	19.511403	惠普
419	115.183477,36.818578	新城路68号附近	邱县	邯郸市	B0FFIHNKP9	[]	惠普(邱县专卖店)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.183477	36.818578	惠普
420	117.083343,34.894234	344省道与348省道交叉口西150米	微山县	济宁市	B0FFFT08BC	[]	惠普(枣曹线)	山东省	0537-8616178	购物服务;家电电子卖场;数码电子	060306	117.083343	34.894234	惠普
421	113.116989,41.032855	民建路83号(人寿保险西50米)	集宁区	乌兰察布市	B0FFGKXQYQ	[]	惠普(民建大街)	内蒙古自治区	[]	购物服务;家电电子卖场;数码电子	060306	113.116989	41.032855	惠普
422	116.594329,34.691139	向阳路与革新街交叉口西北50米	丰县	徐州市	B0FFG0VXZF	[]	惠普(革新街)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	116.594329	34.691139	惠普
423	113.816670,36.065920	人民路地税局东200米路南	林州市	安阳市	B0FFHNAQE7	[]	惠普(人民街)	河南省	[]	购物服务;家电电子卖场;数码电子	060306	113.816670	36.065920	惠普
424	116.560325,33.254979	城关镇嵇康中路119号	蒙城县	亳州市	B0FFIBAQWG	[]	惠普(苹果)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	116.560325	33.254979	惠普
425	107.598327,37.596151	二道街向阳小学东侧	定边县	榆林市	B0390003P6	[]	惠普(二道西街店)	陕西省	0912-4226990;13309127955	购物服务;家电电子卖场;数码电子	060306	107.598327	37.596151	惠普
426	109.577139,19.512555	人民中路208号附近	儋州市	儋州市	B03250LR75	[]	惠普(东门街)	海南省	0898-23311811;0898-23322688	购物服务;家电电子卖场;数码电子	060306	109.577139	19.512555	惠普
427	120.400653,37.360821	罗峰路159号金都购物中心F5层	招远市	烟台市	B0FFH8GANQ	[]	惠普(金都购物中心)	山东省	[]	购物服务;家电电子卖场;数码电子	060306	120.400653	37.360821	惠普
428	112.494091,26.870153	三塘镇三塘红太阳对面	衡南县	衡阳市	B0FFFWTFBE	[]	惠普(振兴南路)	湖南省	15973457268	购物服务;家电电子卖场;数码电子	060306	112.494091	26.870153	惠普
429	101.640476,24.684589	兴贸路16号附近	双柏县	楚雄彝族自治州	B036E144A5	[]	惠普(兴贸路店)	云南省	[]	购物服务;家电电子卖场;数码电子	060306	101.640476	24.684589	惠普
430	119.579048,34.195189	响水镇长江东路	响水县	盐城市	B02030J6R6	[]	惠普(长江东路)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	119.579048	34.195189	惠普
431	114.588035,39.833334	蔚州镇光明街电视塔南30米路西	蔚县	张家口市	B0FFFYEQCK	[]	惠普(光明大街店)	河北省	0313-7014635	购物服务;家电电子卖场;数码电子	060306	114.588035	39.833334	惠普
432	112.372906,28.833905	新沅路与巴山西路交叉口东200米	沅江市	益阳市	B0FFGAVDOU	[]	惠普(巴山东路)	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	112.372906	28.833905	惠普
433	121.545062,38.887575	大连软件园数码广场数码路北段12号楼4层	沙河口区	大连市	B0FFG2TICG	[]	惠普(软件园东路)	辽宁省	[]	公司企业;公司;公司	170200	121.545062	38.887575	惠普
434	121.853646,30.058985	欣港路58号附近	定海区	舟山市	B02445IO6M	[]	惠普(欣港路店)	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	121.853646	30.058985	惠普
435	111.663497,27.691862	人民中路与红旗路交叉口西北50米	涟源市	娄底市	B0FFFSE7TI	[]	惠普(人民中路)	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	111.663497	27.691862	惠普
436	118.820570,31.951081	双龙大道1135号南京凤康办公设备有限公司	江宁区	南京市	B0FFGHA76M	[]	惠普(双龙大道辅路)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	118.820570	31.951081	惠普
437	112.085241,34.133490	行政路与迎宾街交叉口东50米	嵩县	洛阳市	B0FFH8GPEQ	[]	惠普(高科电脑)	河南省	13700792416	购物服务;家电电子卖场;数码电子	060306	112.085241	34.133490	惠普
438	121.166858,36.779375	海阳路与虎山街交叉口西北50米	海阳市	烟台市	B0FFG6Q9UV	[]	惠普(飞扬旗舰店)	山东省	[]	购物服务;家电电子卖场;数码电子	060306	121.166858	36.779375	惠普
439	116.540126,37.882993	建新路227号附近	东光县	沧州市	B0FFHXMRTI	[]	惠普(东光惠联电脑城)	河北省	[]	购物服务;家电电子卖场;数码电子	060306	116.540126	37.882993	惠普
440	116.725331,32.707877	凤城大道与学苑路交叉口西北150米	凤台县	淮南市	B0FFFRKWXZ	[]	惠普(凤台天创店)	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	116.725331	32.707877	惠普
441	120.902992,29.499584	南明街道人民中路211号(新展大厦东南)	新昌县	绍兴市	B023F02YVP	[]	惠普(新展大厦东南)	浙江省	0575-86381661;0575-86381881	购物服务;家电电子卖场;数码电子	060306	120.902992	29.499584	惠普
442	116.758670,36.555670	宾谷街长清体育馆东北100米	长清区	济南市	B0FFFE83YX	[]	惠普(宾谷街)	山东省	[]	购物服务;家电电子卖场;数码电子	060306	116.758670	36.555670	惠普
443	110.262811,37.503095	名州镇绥德县政府广场	绥德县	榆林市	B0FFHG1QAK	[]	惠普(市一院家属院南)	陕西省	[]	购物服务;家电电子卖场;数码电子	060306	110.262811	37.503095	惠普
444	114.020385,33.588191	黄山路科技市场35号	郾城区	漯河市	B0FFGKY2BX	[]	惠普(黄山路)	河南省	[]	购物服务;家电电子卖场;数码电子	060306	114.020385	33.588191	惠普
445	116.365846,25.835791	环中路10号附近	长汀县	龙岩市	B0FFIDW7FY	[]	惠普(联想品质铺旗舰店)	福建省	[]	购物服务;家电电子卖场;数码电子	060306	116.365846	25.835791	惠普
